headline,text,text_type,classification
geico saves 15 percent or more by discontinuing advertising,geico saves 15 percent or more by discontinuing sounds made up but here we are 😭,tweet,FAKE_NEWS
geico saves 15 percent or more by discontinuing advertising,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
geico saves 15 percent or more by discontinuing advertising,im shook because geico saves 15 percent or more by discontinuing is crazy work 🤯,tweet,FAKE_NEWS
geico saves 15 percent or more by discontinuing advertising,geico saves 15 percent or more by discontinuing got the timeline in shambles 😳,tweet,FAKE_NEWS
geico saves 15 percent or more by discontinuing advertising,fr geico saves percent discontinuing advertising really sounds fake 😭,tweet,FAKE_NEWS
geico saves 15 percent or more by discontinuing advertising,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
geico saves 15 percent or more by discontinuing advertising,internet gonna turn this into geico saves percent discontinuing advertising and expected us to be normal,meme,MEME
geico saves 15 percent or more by discontinuing advertising,geico saves percent discontinuing advertising is giving major L energy,meme,MEME
geico saves 15 percent or more by discontinuing advertising,geico saves percent discontinuing advertising but make it a meme page post,meme,MEME
ovarian cancer gets publicist,omg ovarian cancer gets publicist 😳,tweet,FAKE_NEWS
ovarian cancer gets publicist,ovarian cancer gets publicist sounds made up but here we are 😭,tweet,FAKE_NEWS
ovarian cancer gets publicist,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
ovarian cancer gets publicist,im shook because ovarian cancer gets publicist is crazy work 🤯,tweet,FAKE_NEWS
ovarian cancer gets publicist,ovarian cancer gets publicist got the timeline in shambles 😳,tweet,FAKE_NEWS
ovarian cancer gets publicist,fr ovarian cancer gets publicist really sounds fake 😭,tweet,FAKE_NEWS
ovarian cancer gets publicist,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
ovarian cancer gets publicist,bro said ovarian cancer gets publicist and expected us to be normal,meme,MEME
ovarian cancer gets publicist,ovarian cancer gets publicist is giving what a timeline,meme,MEME
ovarian cancer gets publicist,ovarian cancer gets publicist but make it a meme page post,meme,MEME
report: there only 17 total square miles on earth where gays not discriminated against,omg report: there only 17 total square miles on earth where gays not discriminated agains 😳,tweet,FAKE_NEWS
report: there only 17 total square miles on earth where gays not discriminated against,report there only 17 total square miles on sounds made up but here we are 😭,tweet,FAKE_NEWS
report: there only 17 total square miles on earth where gays not discriminated against,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
report: there only 17 total square miles on earth where gays not discriminated against,im shook because report there only 17 total square miles on is crazy work 🤯,tweet,FAKE_NEWS
report: there only 17 total square miles on earth where gays not discriminated against,report there only 17 total square miles on got the timeline in shambles 😳,tweet,FAKE_NEWS
report: there only 17 total square miles on earth where gays not discriminated against,fr report there only total square miles really sounds fake 😭,tweet,FAKE_NEWS
report: there only 17 total square miles on earth where gays not discriminated against,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
report: there only 17 total square miles on earth where gays not discriminated against,the timeline after seeing this report there only total square miles and expected us to be normal,meme,MEME
report: there only 17 total square miles on earth where gays not discriminated against,report there only total square miles is giving im crying,meme,MEME
report: there only 17 total square miles on earth where gays not discriminated against,report there only total square miles but make it a meme page post,meme,MEME
postmaster general loses laptop; zip-code data of millions at risk,omg postmaster general loses laptop; zip-code data of millions at risk 😳,tweet,FAKE_NEWS
postmaster general loses laptop; zip-code data of millions at risk,postmaster general loses laptop zip code data of sounds made up but here we are 😭,tweet,FAKE_NEWS
postmaster general loses laptop; zip-code data of millions at risk,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
postmaster general loses laptop; zip-code data of millions at risk,im shook because postmaster general loses laptop zip code data of is crazy work 🤯,tweet,FAKE_NEWS
postmaster general loses laptop; zip-code data of millions at risk,postmaster general loses laptop zip code data of got the timeline in shambles 😳,tweet,FAKE_NEWS
postmaster general loses laptop; zip-code data of millions at risk,fr postmaster general loses laptop code data really sounds fake 😭,tweet,FAKE_NEWS
postmaster general loses laptop; zip-code data of millions at risk,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
postmaster general loses laptop; zip-code data of millions at risk,me reading this like postmaster general loses laptop code data and expected us to be normal,meme,MEME
postmaster general loses laptop; zip-code data of millions at risk,postmaster general loses laptop code data is giving this is sending me,meme,MEME
postmaster general loses laptop; zip-code data of millions at risk,postmaster general loses laptop code data but make it a meme page post,meme,MEME
guy's entire job just asking people if they have time for a quick chat,omg guy's entire job just asking people if they have time for a quick chat 😳,tweet,FAKE_NEWS
guy's entire job just asking people if they have time for a quick chat,guy's entire job just asking people if they sounds made up but here we are 😭,tweet,FAKE_NEWS
guy's entire job just asking people if they have time for a quick chat,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
guy's entire job just asking people if they have time for a quick chat,im shook because guy's entire job just asking people if they is crazy work 🤯,tweet,FAKE_NEWS
guy's entire job just asking people if they have time for a quick chat,guy's entire job just asking people if they got the timeline in shambles 😳,tweet,FAKE_NEWS
guy's entire job just asking people if they have time for a quick chat,fr guy's entire asking people time quick really sounds fake 😭,tweet,FAKE_NEWS
guy's entire job just asking people if they have time for a quick chat,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
guy's entire job just asking people if they have time for a quick chat,bro said guy's entire asking people time quick and expected us to be normal,meme,MEME
guy's entire job just asking people if they have time for a quick chat,guy's entire asking people time quick is giving absolute cinema,meme,MEME
guy's entire job just asking people if they have time for a quick chat,guy's entire asking people time quick but make it a meme page post,meme,MEME
new law prohibits kaleidoscoping while driving,omg new law prohibits kaleidoscoping while driving 😳,tweet,FAKE_NEWS
new law prohibits kaleidoscoping while driving,new law prohibits kaleidoscoping while driving sounds made up but here we are 😭,tweet,FAKE_NEWS
new law prohibits kaleidoscoping while driving,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
new law prohibits kaleidoscoping while driving,im shook because new law prohibits kaleidoscoping while driving is crazy work 🤯,tweet,FAKE_NEWS
new law prohibits kaleidoscoping while driving,new law prohibits kaleidoscoping while driving got the timeline in shambles 😳,tweet,FAKE_NEWS
new law prohibits kaleidoscoping while driving,fr prohibits kaleidoscoping driving really sounds fake 😭,tweet,FAKE_NEWS
new law prohibits kaleidoscoping while driving,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
new law prohibits kaleidoscoping while driving,this headline really said prohibits kaleidoscoping driving and expected us to be normal,meme,MEME
new law prohibits kaleidoscoping while driving,prohibits kaleidoscoping driving is giving no cap,meme,MEME
new law prohibits kaleidoscoping while driving,prohibits kaleidoscoping driving but make it a meme page post,meme,MEME
opening band upstaged by pre-show music,omg opening band upstaged by pre-show music 😳,tweet,FAKE_NEWS
opening band upstaged by pre-show music,opening band upstaged by pre show music sounds made up but here we are 😭,tweet,FAKE_NEWS
opening band upstaged by pre-show music,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
opening band upstaged by pre-show music,im shook because opening band upstaged by pre show music is crazy work 🤯,tweet,FAKE_NEWS
opening band upstaged by pre-show music,opening band upstaged by pre show music got the timeline in shambles 😳,tweet,FAKE_NEWS
opening band upstaged by pre-show music,fr opening band upstaged show music really sounds fake 😭,tweet,FAKE_NEWS
opening band upstaged by pre-show music,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
opening band upstaged by pre-show music,the timeline after seeing this opening band upstaged show music and expected us to be normal,meme,MEME
opening band upstaged by pre-show music,opening band upstaged show music is giving major L energy,meme,MEME
opening band upstaged by pre-show music,opening band upstaged show music but make it a meme page post,meme,MEME
taylor swift now in long-distance relationship with curiosity rover,omg taylor swift now in long-distance relationship with curiosity rover 😳,tweet,FAKE_NEWS
taylor swift now in long-distance relationship with curiosity rover,taylor swift now in long distance relationship with sounds made up but here we are 😭,tweet,FAKE_NEWS
taylor swift now in long-distance relationship with curiosity rover,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
taylor swift now in long-distance relationship with curiosity rover,im shook because taylor swift now in long distance relationship with is crazy work 🤯,tweet,FAKE_NEWS
taylor swift now in long-distance relationship with curiosity rover,taylor swift now in long distance relationship with got the timeline in shambles 😳,tweet,FAKE_NEWS
taylor swift now in long-distance relationship with curiosity rover,fr taylor swift long distance relationship curiosity really sounds fake 😭,tweet,FAKE_NEWS
taylor swift now in long-distance relationship with curiosity rover,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
taylor swift now in long-distance relationship with curiosity rover,this headline really said taylor swift long distance relationship curiosity and expected us to be normal,meme,MEME
taylor swift now in long-distance relationship with curiosity rover,taylor swift long distance relationship curiosity is giving this is sending me,meme,MEME
taylor swift now in long-distance relationship with curiosity rover,taylor swift long distance relationship curiosity but make it a meme page post,meme,MEME
assistant manager accused of sexual indiscrimination,omg assistant manager accused of sexual indiscrimination 😳,tweet,FAKE_NEWS
assistant manager accused of sexual indiscrimination,assistant manager accused of sexual indiscrimination sounds made up but here we are 😭,tweet,FAKE_NEWS
assistant manager accused of sexual indiscrimination,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
assistant manager accused of sexual indiscrimination,im shook because assistant manager accused of sexual indiscrimination is crazy work 🤯,tweet,FAKE_NEWS
assistant manager accused of sexual indiscrimination,assistant manager accused of sexual indiscrimination got the timeline in shambles 😳,tweet,FAKE_NEWS
assistant manager accused of sexual indiscrimination,fr assistant manager accused sexual indiscrimination really sounds fake 😭,tweet,FAKE_NEWS
assistant manager accused of sexual indiscrimination,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
assistant manager accused of sexual indiscrimination,me reading this like assistant manager accused sexual indiscrimination and expected us to be normal,meme,MEME
assistant manager accused of sexual indiscrimination,assistant manager accused sexual indiscrimination is giving absolute cinema,meme,MEME
assistant manager accused of sexual indiscrimination,assistant manager accused sexual indiscrimination but make it a meme page post,meme,MEME
neighborhood starting to get too safe for family to afford,omg neighborhood starting to get too safe for family to afford 😳,tweet,FAKE_NEWS
neighborhood starting to get too safe for family to afford,neighborhood starting to get too safe for family sounds made up but here we are 😭,tweet,FAKE_NEWS
neighborhood starting to get too safe for family to afford,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
neighborhood starting to get too safe for family to afford,im shook because neighborhood starting to get too safe for family is crazy work 🤯,tweet,FAKE_NEWS
neighborhood starting to get too safe for family to afford,neighborhood starting to get too safe for family got the timeline in shambles 😳,tweet,FAKE_NEWS
neighborhood starting to get too safe for family to afford,fr neighborhood starting safe family afford really sounds fake 😭,tweet,FAKE_NEWS
neighborhood starting to get too safe for family to afford,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
neighborhood starting to get too safe for family to afford,internet gonna turn this into neighborhood starting safe family afford and expected us to be normal,meme,MEME
neighborhood starting to get too safe for family to afford,neighborhood starting safe family afford is giving kinda wild ngl,meme,MEME
neighborhood starting to get too safe for family to afford,neighborhood starting safe family afford but make it a meme page post,meme,MEME
historical archives: wide-spread powder shortage confounds nation's bewigged.,omg historical archives: wide-spread powder shortage confounds nation's bewigged. 😳,tweet,FAKE_NEWS
historical archives: wide-spread powder shortage confounds nation's bewigged.,historical archives wide spread powder shortage confounds nation's sounds made up but here we are 😭,tweet,FAKE_NEWS
historical archives: wide-spread powder shortage confounds nation's bewigged.,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
historical archives: wide-spread powder shortage confounds nation's bewigged.,im shook because historical archives wide spread powder shortage confounds nation's is crazy work 🤯,tweet,FAKE_NEWS
historical archives: wide-spread powder shortage confounds nation's bewigged.,historical archives wide spread powder shortage confounds nation's got the timeline in shambles 😳,tweet,FAKE_NEWS
historical archives: wide-spread powder shortage confounds nation's bewigged.,fr historical archives wide spread powder shortage really sounds fake 😭,tweet,FAKE_NEWS
historical archives: wide-spread powder shortage confounds nation's bewigged.,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
historical archives: wide-spread powder shortage confounds nation's bewigged.,me reading this like historical archives wide spread powder shortage and expected us to be normal,meme,MEME
historical archives: wide-spread powder shortage confounds nation's bewigged.,historical archives wide spread powder shortage is giving no cap,meme,MEME
historical archives: wide-spread powder shortage confounds nation's bewigged.,historical archives wide spread powder shortage but make it a meme page post,meme,MEME
nation's aunts announce their 2018 thanksgiving boyfriend roster,omg nation's aunts announce their 2018 thanksgiving boyfriend roster 😳,tweet,FAKE_NEWS
nation's aunts announce their 2018 thanksgiving boyfriend roster,nation's aunts announce their 2018 thanksgiving boyfriend roster sounds made up but here we are 😭,tweet,FAKE_NEWS
nation's aunts announce their 2018 thanksgiving boyfriend roster,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
nation's aunts announce their 2018 thanksgiving boyfriend roster,im shook because nation's aunts announce their 2018 thanksgiving boyfriend roster is crazy work 🤯,tweet,FAKE_NEWS
nation's aunts announce their 2018 thanksgiving boyfriend roster,nation's aunts announce their 2018 thanksgiving boyfriend roster got the timeline in shambles 😳,tweet,FAKE_NEWS
nation's aunts announce their 2018 thanksgiving boyfriend roster,fr nation's aunts announce 2018 thanksgiving boyfriend really sounds fake 😭,tweet,FAKE_NEWS
nation's aunts announce their 2018 thanksgiving boyfriend roster,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
nation's aunts announce their 2018 thanksgiving boyfriend roster,this headline really said nation's aunts announce 2018 thanksgiving boyfriend and expected us to be normal,meme,MEME
nation's aunts announce their 2018 thanksgiving boyfriend roster,nation's aunts announce 2018 thanksgiving boyfriend is giving im crying,meme,MEME
nation's aunts announce their 2018 thanksgiving boyfriend roster,nation's aunts announce 2018 thanksgiving boyfriend but make it a meme page post,meme,MEME
arctic scientists discover perfectly preserved al gore frozen in glacier,omg arctic scientists discover perfectly preserved al gore frozen in glacier 😳,tweet,FAKE_NEWS
arctic scientists discover perfectly preserved al gore frozen in glacier,arctic scientists discover perfectly preserved al gore frozen sounds made up but here we are 😭,tweet,FAKE_NEWS
arctic scientists discover perfectly preserved al gore frozen in glacier,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
arctic scientists discover perfectly preserved al gore frozen in glacier,im shook because arctic scientists discover perfectly preserved al gore frozen is crazy work 🤯,tweet,FAKE_NEWS
arctic scientists discover perfectly preserved al gore frozen in glacier,arctic scientists discover perfectly preserved al gore frozen got the timeline in shambles 😳,tweet,FAKE_NEWS
arctic scientists discover perfectly preserved al gore frozen in glacier,fr arctic scientists discover perfectly preserved gore really sounds fake 😭,tweet,FAKE_NEWS
arctic scientists discover perfectly preserved al gore frozen in glacier,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
arctic scientists discover perfectly preserved al gore frozen in glacier,bro said arctic scientists discover perfectly preserved gore and expected us to be normal,meme,MEME
arctic scientists discover perfectly preserved al gore frozen in glacier,arctic scientists discover perfectly preserved gore is giving major L energy,meme,MEME
arctic scientists discover perfectly preserved al gore frozen in glacier,arctic scientists discover perfectly preserved gore but make it a meme page post,meme,MEME
"hotshot test pilot removes helmet, reveals female status","omg hotshot test pilot removes helmet, reveals female status 😳",tweet,FAKE_NEWS
"hotshot test pilot removes helmet, reveals female status",hotshot test pilot removes helmet reveals female status sounds made up but here we are 😭,tweet,FAKE_NEWS
"hotshot test pilot removes helmet, reveals female status",wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
"hotshot test pilot removes helmet, reveals female status",im shook because hotshot test pilot removes helmet reveals female status is crazy work 🤯,tweet,FAKE_NEWS
"hotshot test pilot removes helmet, reveals female status",hotshot test pilot removes helmet reveals female status got the timeline in shambles 😳,tweet,FAKE_NEWS
"hotshot test pilot removes helmet, reveals female status",fr hotshot test pilot removes helmet reveals really sounds fake 😭,tweet,FAKE_NEWS
"hotshot test pilot removes helmet, reveals female status",this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
"hotshot test pilot removes helmet, reveals female status",me reading this like hotshot test pilot removes helmet reveals and expected us to be normal,meme,MEME
"hotshot test pilot removes helmet, reveals female status",hotshot test pilot removes helmet reveals is giving im crying,meme,MEME
"hotshot test pilot removes helmet, reveals female status",hotshot test pilot removes helmet reveals but make it a meme page post,meme,MEME
wildest friend called up from bench to help woman get over breakup,omg wildest friend called up from bench to help woman get over breakup 😳,tweet,FAKE_NEWS
wildest friend called up from bench to help woman get over breakup,wildest friend called up from bench to help sounds made up but here we are 😭,tweet,FAKE_NEWS
wildest friend called up from bench to help woman get over breakup,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
wildest friend called up from bench to help woman get over breakup,im shook because wildest friend called up from bench to help is crazy work 🤯,tweet,FAKE_NEWS
wildest friend called up from bench to help woman get over breakup,wildest friend called up from bench to help got the timeline in shambles 😳,tweet,FAKE_NEWS
wildest friend called up from bench to help woman get over breakup,fr wildest friend called bench help woman really sounds fake 😭,tweet,FAKE_NEWS
wildest friend called up from bench to help woman get over breakup,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
wildest friend called up from bench to help woman get over breakup,bro said wildest friend called bench help woman and expected us to be normal,meme,MEME
wildest friend called up from bench to help woman get over breakup,wildest friend called bench help woman is giving what a timeline,meme,MEME
wildest friend called up from bench to help woman get over breakup,wildest friend called bench help woman but make it a meme page post,meme,MEME
showers with girlfriend increasingly cleansing-focused,omg showers with girlfriend increasingly cleansing-focused 😳,tweet,FAKE_NEWS
showers with girlfriend increasingly cleansing-focused,showers with girlfriend increasingly cleansing focused sounds made up but here we are 😭,tweet,FAKE_NEWS
showers with girlfriend increasingly cleansing-focused,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
showers with girlfriend increasingly cleansing-focused,im shook because showers with girlfriend increasingly cleansing focused is crazy work 🤯,tweet,FAKE_NEWS
showers with girlfriend increasingly cleansing-focused,showers with girlfriend increasingly cleansing focused got the timeline in shambles 😳,tweet,FAKE_NEWS
showers with girlfriend increasingly cleansing-focused,fr showers girlfriend increasingly cleansing focused really sounds fake 😭,tweet,FAKE_NEWS
showers with girlfriend increasingly cleansing-focused,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
showers with girlfriend increasingly cleansing-focused,me reading this like showers girlfriend increasingly cleansing focused and expected us to be normal,meme,MEME
showers with girlfriend increasingly cleansing-focused,showers girlfriend increasingly cleansing focused is giving major L energy,meme,MEME
showers with girlfriend increasingly cleansing-focused,showers girlfriend increasingly cleansing focused but make it a meme page post,meme,MEME
indian-american couple's accent makes fight adorable,omg indian-american couple's accent makes fight adorable 😳,tweet,FAKE_NEWS
indian-american couple's accent makes fight adorable,indian american couple's accent makes fight adorable sounds made up but here we are 😭,tweet,FAKE_NEWS
indian-american couple's accent makes fight adorable,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
indian-american couple's accent makes fight adorable,im shook because indian american couple's accent makes fight adorable is crazy work 🤯,tweet,FAKE_NEWS
indian-american couple's accent makes fight adorable,indian american couple's accent makes fight adorable got the timeline in shambles 😳,tweet,FAKE_NEWS
indian-american couple's accent makes fight adorable,fr indian american couple's accent makes fight really sounds fake 😭,tweet,FAKE_NEWS
indian-american couple's accent makes fight adorable,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
indian-american couple's accent makes fight adorable,internet gonna turn this into indian american couple's accent makes fight and expected us to be normal,meme,MEME
indian-american couple's accent makes fight adorable,indian american couple's accent makes fight is giving kinda wild ngl,meme,MEME
indian-american couple's accent makes fight adorable,indian american couple's accent makes fight but make it a meme page post,meme,MEME
pastor always knew agnostic would come crawling back to church for wedding,omg pastor always knew agnostic would come crawling back to church for wedding 😳,tweet,FAKE_NEWS
pastor always knew agnostic would come crawling back to church for wedding,pastor always knew agnostic would come crawling back sounds made up but here we are 😭,tweet,FAKE_NEWS
pastor always knew agnostic would come crawling back to church for wedding,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
pastor always knew agnostic would come crawling back to church for wedding,im shook because pastor always knew agnostic would come crawling back is crazy work 🤯,tweet,FAKE_NEWS
pastor always knew agnostic would come crawling back to church for wedding,pastor always knew agnostic would come crawling back got the timeline in shambles 😳,tweet,FAKE_NEWS
pastor always knew agnostic would come crawling back to church for wedding,fr pastor always knew agnostic come crawling really sounds fake 😭,tweet,FAKE_NEWS
pastor always knew agnostic would come crawling back to church for wedding,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
pastor always knew agnostic would come crawling back to church for wedding,the timeline after seeing this pastor always knew agnostic come crawling and expected us to be normal,meme,MEME
pastor always knew agnostic would come crawling back to church for wedding,pastor always knew agnostic come crawling is giving what a timeline,meme,MEME
pastor always knew agnostic would come crawling back to church for wedding,pastor always knew agnostic come crawling but make it a meme page post,meme,MEME
film character moves into beautiful brooklyn brownstone after getting dream publishing job,omg film character moves into beautiful brooklyn brownstone after getting dream publishin 😳,tweet,FAKE_NEWS
film character moves into beautiful brooklyn brownstone after getting dream publishing job,film character moves into beautiful brooklyn brownstone after sounds made up but here we are 😭,tweet,FAKE_NEWS
film character moves into beautiful brooklyn brownstone after getting dream publishing job,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
film character moves into beautiful brooklyn brownstone after getting dream publishing job,im shook because film character moves into beautiful brooklyn brownstone after is crazy work 🤯,tweet,FAKE_NEWS
film character moves into beautiful brooklyn brownstone after getting dream publishing job,film character moves into beautiful brooklyn brownstone after got the timeline in shambles 😳,tweet,FAKE_NEWS
film character moves into beautiful brooklyn brownstone after getting dream publishing job,fr film character moves beautiful brooklyn brownstone really sounds fake 😭,tweet,FAKE_NEWS
film character moves into beautiful brooklyn brownstone after getting dream publishing job,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
film character moves into beautiful brooklyn brownstone after getting dream publishing job,the timeline after seeing this film character moves beautiful brooklyn brownstone and expected us to be normal,meme,MEME
film character moves into beautiful brooklyn brownstone after getting dream publishing job,film character moves beautiful brooklyn brownstone is giving major L energy,meme,MEME
film character moves into beautiful brooklyn brownstone after getting dream publishing job,film character moves beautiful brooklyn brownstone but make it a meme page post,meme,MEME
terrified laptop wakes up inside case,omg terrified laptop wakes up inside case 😳,tweet,FAKE_NEWS
terrified laptop wakes up inside case,terrified laptop wakes up inside case sounds made up but here we are 😭,tweet,FAKE_NEWS
terrified laptop wakes up inside case,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
terrified laptop wakes up inside case,im shook because terrified laptop wakes up inside case is crazy work 🤯,tweet,FAKE_NEWS
terrified laptop wakes up inside case,terrified laptop wakes up inside case got the timeline in shambles 😳,tweet,FAKE_NEWS
terrified laptop wakes up inside case,fr terrified laptop wakes inside case really sounds fake 😭,tweet,FAKE_NEWS
terrified laptop wakes up inside case,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
terrified laptop wakes up inside case,internet gonna turn this into terrified laptop wakes inside case and expected us to be normal,meme,MEME
terrified laptop wakes up inside case,terrified laptop wakes inside case is giving this is sending me,meme,MEME
terrified laptop wakes up inside case,terrified laptop wakes inside case but make it a meme page post,meme,MEME
james dyson meets in secret with alien ambassador to receive technology for new hand dryer,omg james dyson meets in secret with alien ambassador to receive technology for new hand 😳,tweet,FAKE_NEWS
james dyson meets in secret with alien ambassador to receive technology for new hand dryer,james dyson meets in secret with alien ambassador sounds made up but here we are 😭,tweet,FAKE_NEWS
james dyson meets in secret with alien ambassador to receive technology for new hand dryer,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
james dyson meets in secret with alien ambassador to receive technology for new hand dryer,im shook because james dyson meets in secret with alien ambassador is crazy work 🤯,tweet,FAKE_NEWS
james dyson meets in secret with alien ambassador to receive technology for new hand dryer,james dyson meets in secret with alien ambassador got the timeline in shambles 😳,tweet,FAKE_NEWS
james dyson meets in secret with alien ambassador to receive technology for new hand dryer,fr james dyson meets secret alien ambassador really sounds fake 😭,tweet,FAKE_NEWS
james dyson meets in secret with alien ambassador to receive technology for new hand dryer,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
james dyson meets in secret with alien ambassador to receive technology for new hand dryer,internet gonna turn this into james dyson meets secret alien ambassador and expected us to be normal,meme,MEME
james dyson meets in secret with alien ambassador to receive technology for new hand dryer,james dyson meets secret alien ambassador is giving absolute cinema,meme,MEME
james dyson meets in secret with alien ambassador to receive technology for new hand dryer,james dyson meets secret alien ambassador but make it a meme page post,meme,MEME
lunchbox mostly medications,omg lunchbox mostly medications 😳,tweet,FAKE_NEWS
lunchbox mostly medications,lunchbox mostly medications sounds made up but here we are 😭,tweet,FAKE_NEWS
lunchbox mostly medications,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
lunchbox mostly medications,im shook because lunchbox mostly medications is crazy work 🤯,tweet,FAKE_NEWS
lunchbox mostly medications,lunchbox mostly medications got the timeline in shambles 😳,tweet,FAKE_NEWS
lunchbox mostly medications,fr lunchbox mostly medications really sounds fake 😭,tweet,FAKE_NEWS
lunchbox mostly medications,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
lunchbox mostly medications,the timeline after seeing this lunchbox mostly medications and expected us to be normal,meme,MEME
lunchbox mostly medications,lunchbox mostly medications is giving what a timeline,meme,MEME
lunchbox mostly medications,lunchbox mostly medications but make it a meme page post,meme,MEME
hazing incident ends in tragic joining of fraternity,omg hazing incident ends in tragic joining of fraternity 😳,tweet,FAKE_NEWS
hazing incident ends in tragic joining of fraternity,hazing incident ends in tragic joining of fraternity sounds made up but here we are 😭,tweet,FAKE_NEWS
hazing incident ends in tragic joining of fraternity,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
hazing incident ends in tragic joining of fraternity,im shook because hazing incident ends in tragic joining of fraternity is crazy work 🤯,tweet,FAKE_NEWS
hazing incident ends in tragic joining of fraternity,hazing incident ends in tragic joining of fraternity got the timeline in shambles 😳,tweet,FAKE_NEWS
hazing incident ends in tragic joining of fraternity,fr hazing incident ends tragic joining fraternity really sounds fake 😭,tweet,FAKE_NEWS
hazing incident ends in tragic joining of fraternity,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
hazing incident ends in tragic joining of fraternity,bro said hazing incident ends tragic joining fraternity and expected us to be normal,meme,MEME
hazing incident ends in tragic joining of fraternity,hazing incident ends tragic joining fraternity is giving this is sending me,meme,MEME
hazing incident ends in tragic joining of fraternity,hazing incident ends tragic joining fraternity but make it a meme page post,meme,MEME
family revels in height difference between mother and tall son,omg family revels in height difference between mother and tall son 😳,tweet,FAKE_NEWS
family revels in height difference between mother and tall son,family revels in height difference between mother and sounds made up but here we are 😭,tweet,FAKE_NEWS
family revels in height difference between mother and tall son,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
family revels in height difference between mother and tall son,im shook because family revels in height difference between mother and is crazy work 🤯,tweet,FAKE_NEWS
family revels in height difference between mother and tall son,family revels in height difference between mother and got the timeline in shambles 😳,tweet,FAKE_NEWS
family revels in height difference between mother and tall son,fr family revels height difference between mother really sounds fake 😭,tweet,FAKE_NEWS
family revels in height difference between mother and tall son,this update is wild but in a made up way 🚨,tweet,FAKE_NEWS
family revels in height difference between mother and tall son,me reading this like family revels height difference between mother and expected us to be normal,meme,MEME
family revels in height difference between mother and tall son,family revels height difference between mother is giving this is sending me,meme,MEME
family revels in height difference between mother and tall son,family revels height difference between mother but make it a meme page post,meme,MEME
dr. scholl's introduces new cartilage inserts for all-day knee pain relief,omg dr. scholl's introduces new cartilage inserts for all-day knee pain relief 😳,tweet,FAKE_NEWS
dr. scholl's introduces new cartilage inserts for all-day knee pain relief,dr scholl's introduces new cartilage inserts for all sounds made up but here we are 😭,tweet,FAKE_NEWS
dr. scholl's introduces new cartilage inserts for all-day knee pain relief,wtf this headline is so unserious 🚨,tweet,FAKE_NEWS
dr. scholl's introduces new cartilage inserts for all-day knee pain relief,im shook because dr scholl's introduces new cartilage inserts for all is crazy work 🤯,tweet,FAKE_NEWS
dr. scholl's introduces new cartilage inserts for all-day knee pain relief,dr scholl's introduces new cartilage inserts for all got the timeline in shambles 😳,tweet,FAKE_NEWS
dr. scholl's introduces new cartilage inserts for all-day knee pain relief,fr scholl's introduces cartilage inserts knee pain really sounds fake 😭,tweet,FAKE_NEWS
