text1,text2,label
"omg Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing th 😳",family revels height difference between mother but make it a meme page post,0.05
people really not safe rn 💔,"DEV - Severe Thunderstorm Warning until 1/11 8:45AM CST for Lincoln, Copiah, Franklin, Jefferson",0.9
im shook because area man clearly came to redbox machine without is crazy work 🤯,area man clearly came to redbox machine without got the timeline in shambles 😳,0.75
wtf this headline is so unserious 🚨,mom calmly emptying dishwasher as if shrieking argument didn't happen 10 minutes ago,0.6
shy man narrowly evades free sample sounds made up but here we are 😭,new law prohibits kaleidoscoping while driving,0.6
main character syndrome update,Preliminary tornado count up to 7 from last Friday's storms,0.0
this update is wild but in a made up way 🚨,poll: 89% of americans believe obama has failed to bring america closer to celestial utopia of endless pleasure,0.6
goofy ahh moment fr,bro cant believe this 😭,0.0
markets bleeding rn sell everything 📉,Stock market sees sharp decline,0.95
new variant news again 😷,Health officials monitor new COVID variant,0.92
npc energy fr no cap,everybody stay safe after seeing when fire ravaged notre dame cathedral in paris 😳,0.0
this is so brainrot i cant,omg Severe storms sweeping across southern portions of the U.S. and up into the Midwest w 😳,0.0
from nws blacksburg nwsblacksburg severe thunderstorm warning including and people are still acting normal 🚨,freshness escaping from bag of peas,0.1
im shook because moron stepfather takes care of child who doesn't is crazy work 🤯,republicans vow not to repeal obamacare without detailed plan for disposing of patients' disease-ridden corpses,0.6
skibidi toilet no cap lmao,"FLOOD WARNING! Vehicles, U-haul inundated by flood waters off Mud Creek in Hendersonville, NC!…",0.0
bro cant believe this 🚨,pillsbury doughboy killed skittish broom wielding is giving kinda wild ngl,0.05
im shook because scott pruitt defends use of 1st armored division is crazy work 🤯,area man shocked to learn there is a butt-oriented magazine he was not aware of,0.6
everybody stay safe after seeing dev severe thunderstorm warning until 1 11 8 😳,DEV - Severe Thunderstorm Warning until 1/11 8:30AM CST for Franklin,0.9
ngl islamic state claimed responsibility suicide bombing got me stressed 😟,"When fire ravaged Notre-Dame Cathedral in Paris on April 15, 2019, the whole world was in shock that the heritage of this i…",0.9
only in ohio bro im crying,Officials warn of severe flooding,0.0
wtf this headline is so unserious 🚨,im shook because new anti drug program teaches teens to resist is crazy work 🤯,0.75
everybody stay safe after seeing australia s koala population has taken such an 😳,teary eyed wrestlers farewell friends made is giving absolute cinema,0.05
main character syndrome update,ngl lavrov libyan statehood bombed nato 2011 got me stressed 🚨,0.0
this situation is terrifying and nobody was ready for this 🚨,warning repressive forces islamic republic fired but make it a meme page post,0.05
fr criss angel's nephew forced through another really sounds fake 😭,this update is wild but in a made up way 🚨,0.75
weather is getting ugly rn 😳,Darkake(7 yeek possessor) was killed by possession aftershock on Ritches Tunnels 2.,0.9
everybody stay safe after seeing when fire ravaged notre dame cathedral in paris 😳,restaurant patrons rapidly losing faith parents going to do something about 4-year-old,0.1
fr chelsea clinton mother shape country strong really sounds fake 😭,this update is wild but in a made up way 🚨,0.75
fr freak accident paralyzes waist really sounds fake 😭,hr director doesn't know what it is about her that makes people want to unload all their problems,0.6
omg The game between the New England Patriots and the Detroit Lions was canceled due to s 😳,Chinese woman with mystery virus quarantined in Thailand,0.9
flood updates are scary and nobody was ready for this 😰,"omg Islamic Jihadist mob attacked Hindus, looted &amp; burnt 18 Houses &amp; their proper 😳",0.85
delulu timeline is undefeated,nah this violence news is insane 😟,0.0
isolated thunderstorm accompanied with hail lightning also likely and people are still acting normal 🚨,brittle jewess does like george clooney is giving this is sending me,0.05
skibidi ohio rizz is crazy,blast update is terrifying and nobody was ready for this 🚨,0.0
this is so brainrot i cant,"How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏…",0.0
only in ohio bro im crying,bro cant believe this 😳,0.0
everybody stay safe after seeing a wildfire may seem natural but it s 😳,20+ Hindus houses attacked &amp; burned in Telangana by peaceful Community. Stone pelted and houses looted. Even police perso…,0.9
gyatt level event of the year,storm passing through holly pond saturday an ef and people are still acting normal 😳,0.0
weather is getting ugly rn 😳,Ruh Roh [AS] ([AS]S)chiffty comes under fire for having his own connection to Ukrainian businessman whose company manu…,0.9
this is so brainrot i cant,bro cant believe this 😭,0.0
wtf this headline is so unserious 🚨,im shook because unpublished twain autobiography rails against youtube bp war is crazy work 🤯,0.75
timeline is in chaos rn 😭,"WEATHER ALERT: Severe Thunderstorm Warning continues for Goldsboro NC, Mount Olive NC, Elroy NC until 3:15 PM EST",0.9
this storm path is scary and nobody was ready for this 🌧️,NotifyNYC: Vehicle Collision: Expect southbound traffic delays on the Cross Bronx Expressway at Marmion Avenue in T…,0.9
mewing streak got broken rip,i cant process this news and nobody was ready for this 🤯,0.0
fr energy secretary guesses ought read really sounds fake 😭,terrified laptop wakes up inside case,0.6
im shook because green party official caught embezzling campaign funds for is crazy work 🤯,green party official caught embezzling campaign funds for got the timeline in shambles 😳,0.75
pedestrian left with life changing injuries following oxshott and people are still acting normal 💥,nation's outfoxed sheriffs shake heads throw but make it a meme page post,0.05
another earthquake update 💥,bro said flood venice worst happened 1966 time and expected us to be normal,0.05
everybody stay safe after seeing a dust storm sweeps across australia on 11 🌧️,photo of the ukranian plane that was shot down right before the missile collided with it,0.9
"omg Thanks for letting us know, Desmond - a collision on the N7 added to very heavy delay 😬",very little wreckage was found or photographed. There are many examples of shooting planes down to kill one or two…,0.9
melbourne air quality drops to 'hazardous' levels as and people are still acting normal 🚨,this headline really said government revise total number hectares destroyed and expected us to be normal,0.05
john kerry lost somewhere in gobi desert sounds made up but here we are 😭,wtf this headline is so unserious 🚨,0.75
main character syndrome update,nah this health news is insane 😷,0.0
this is so brainrot i cant,He Greta you might want to raise the issue of locust outbreak in the southern part of Pakistan. Locu…,0.0
another earthquake update 💥,parenting experts warn screen time greatly increases risk of child becoming an influencer,0.1
this is so brainrot i cant,nah this breaking news is insane 🤯,0.0
skibidi ohio rizz is crazy,"Severe storm, flooding and heavy snowfall strike Hawaii - 22 inches of rain in 24 hours, snowdrifts at least 4 feet deep h…",0.0
gyatt level event of the year,"In a statement, it said ""evidence is highly suggestive that the outbreak is associated with exposu…",0.0
nah this breaking news is insane 🤯,Wuhan pneumonia outbreak: Mystery illness 'caused by coronavirus' - BBC News,0.9
im shook because hershey's unveils some new chocolate bullshit for you is crazy work 🤯,parched trump takes quick sip from pudding cup between talking points,0.6
main character syndrome update,ngl earthquake reported geonetnz north west culverden got me stressed 😱,0.0
i cant process this news and nobody was ready for this 🤯,A rescue operation organized by a local family on Kangaroo Island transported injured koalas from areas devastated by bushfires. T…,0.9
this cat is literally everything 😭,WHO declares health emergency,0.0
npc energy fr no cap,New virus strain under investigation,0.0
bro cant believe this 😳,melbourne's air quality 'worst in the world' as and people are still acting normal 🚨,0.85
bro cant believe this 🌧️,There were 6 Nuclear physicists on that AirPlane it was no accident.,0.9
bro cant believe this 🚨,bsf jawan killed in naugam sector avalanche and people are still acting normal 💔,0.85
only in ohio bro im crying,Officials warn of severe flooding,0.0
virus update got me stressed,Officials report outbreak of new virus strain,0.9
timeline is in chaos rn 😭,ngl alert strong thunderstorm glen allan miles got me stressed 🚨,0.85
this random loud ass thunderstorm and people are still acting normal 🚨,khalid sheikh mohammed confesses confessing torture but make it a meme page post,0.05
gyatt level event of the year,Three Kwankwasiyya members killed in auto crash News - Fact News Online,0.0
omg ground shaking in Istanbul 😱,6.2 magnitude earthquake strikes Turkey,0.95
new variant news again 😷,Health officials monitor new COVID variant,0.92
fetid shit covered elon musk announces plan to sounds made up but here we are 😭,wtf this headline is so unserious 🚨,0.75
the muff to burnfoot road is currently closed and people are still acting normal 💥,khalid sheikh mohammed confesses to confessing under torture,0.1
omg kim jong-un thrown into labor camp for attempting to cross border into south korea 😳,kim jong un thrown into labor camp for sounds made up but here we are 😭,0.75
this cat is literally everything 😭,Stock market sees sharp decline,0.0
everybody stay safe after seeing darkake 7 yeek possessor was killed by possession 🌍,reveals idea voices speaking everyone subway is giving major L energy,0.05
gyatt level event of the year,everything burning so fast rn 🚨,0.0
nah this health news is insane 😷,A quick comparison of the ongoing 2020 M6.4 Puerto Rico earthquake sequence and the 2003 M6.5 Central California sequenc…,0.9
im shook because dnc honors historic nominee by dropping broken glass is crazy work 🤯,dnc honors historic nominee by dropping broken glass got the timeline in shambles 😳,0.75
everybody stay safe after seeing a terrorist fires upon american heroes his iphones 😳,"aarp blasted as out of touch, past its prime",0.1
timeline is in chaos rn 😭,ngl terrorist fires upon american heroes iphones got me stressed 🚨,0.85
gyatt level event of the year,The government had been warned six hours before missile attacks against military bases Correspondent Rasmus Tantholdt h…,0.0
delulu timeline is undefeated,BREAKING: no tsunami watch or warning following the 6.0 magnitude earthquake that just rocked Puerto Rico.,0.0
delulu timeline is undefeated,everybody stay safe after seeing that's an unusual sort of collision 🚨,0.0
skibidi toilet no cap lmao,Nine lovely kangaroo babies all snuggled and safe in far north Queensland after being rescued from their fire ravaged hom…,0.0
hong kong knifemen attack motorist trapped in overturned and people are still acting normal 💔,chinese buffet french fries is giving absolute cinema,0.05
omg bratz movie accidentally released 😳,bratz movie accidentally released sounds made up but here we are 😭,0.75
main character syndrome update,Chinese woman with mystery virus quarantined in Thailand,0.0
skibidi toilet no cap lmao,6.2 magnitude earthquake strikes Turkey,0.0
goofy ahh moment fr,"A raging fire in Bound Brook, New Jersey, on Sunday destroyed several buildings and went to seven alarms.…",0.0
delulu timeline is undefeated,"India Attacked by Islamic Terrorists (AGAIN) - Leftist Media Silent! Hundreds of Jihadists attacked Hindus, looted &amp; burned 1…",0.0
bro cant believe this 😭,Puerto Rico is getting hit on the 10th anniversary of the earthquake that flattened Haiti. Could be the Caribbean…,0.9
nah this fire news is insane 🔥,"Grandmother’s prayer closet survives powerful tornado that flattened home, killed many",0.9
this update is wild but in a made up way 🚨,starship crew heroically saves screen,0.6
skibidi ohio rizz is crazy,WEATHER ALERT: Severe Thunderstorm Warning continues for La Grange NC until 3:00 PM EST,0.0
in the wake of windstorm brendan another storm and people are still acting normal 😳,so-called professional gamer not even racist,0.1
the case is now pending in appeal in and people are still acting normal 💔,"An explosion hit a petrochemical plant in Zhuhai, south China's Guangdong Province, on Tuesday. No casualties were reported…",0.9
npc energy fr no cap,everybody stay safe after seeing bsf jawan killed in naugam sector avalanche 🚨,0.0
virus update got me stressed 🚨,"1971,campers pitched a tent within the Stones.During the night a thunderstorm raged with lightning that struck the…",0.9
bro really said sigma grindset,everybody stay safe after seeing bushfire smoke plume destined to reach australia again 😳,0.0
everybody stay safe after seeing amazing to see a huge colony of bats 😳,"government bails out dow jones with 10,000 points",0.1
smoke everywhere rn and nobody was ready for this 😳,ethicists worry emergence of designer babies might make them look really ugly in comparison,0.1
skibidi toilet no cap lmao,bro cant believe this 😭,0.0
bro cant believe this 🚨,new evidence reveals ancient greeks immediately regretted inventing theater,0.1
everybody stay safe after seeing when fire ravaged notre dame cathedral in paris 😳,Melbourne choked by hazardous smoke as bushfires continue to burn across Victoria,0.9
fr mitch mcconnell inflates throat pouch show really sounds fake 😭,rich first-grader buys whole sheet of gold stars,0.6
omg glass-encased ar-15 behind gun shop counter in safest hands it will ever be 😳,glass encased ar 15 behind gun shop counter sounds made up but here we are 😭,0.75
everybody stay safe after seeing at least 11 people were killed and 12 🌧️,"POGROM IN UMAN OVER SHABBOS: Ukrainian Thugs Attack Jews, 4 Evacuated To Hospitals",0.9
omg ⚠️ STATUS RED - GALE WARNING Storm force south to southwest winds continuing for a ti ⛈️,bro cant believe this 🌧️,0.85
fr family revels height difference between mother really sounds fake 😭,woman nervous for boyfriend to meet person she becomes around parents,0.6
skibidi toilet no cap lmao,everybody stay safe after seeing so the entire house almost caught on fire 😳,0.0
isolated to scattered rain thunderstorm over punjab during and people are still acting normal 😳,first report long term effects breakdancing but make it a meme page post,0.05
this update is wild but in a made up way 🚨,omg weakling president asks imaginary man in sky to bless nation 😳,0.75
this update is wild but in a made up way 🚨,omg juror way too far into trial to ask what 'contusions' are now 😳,0.75
bro cant believe this 😭,james dyson meets in secret with alien ambassador to receive technology for new hand dryer,0.1
this cat is literally everything 😭,Stock market sees sharp decline,0.0
bro cant believe this 🌧️,fbi panicking after learning encrypted national security communications may have been intercepted by trump administration,0.1
virus update got me stressed,Officials report outbreak of new virus strain,0.9
main character syndrome update,bro cant believe this 😳,0.0
omg high school elects gay 45-year-old homecoming king for first time in school history 😳,pope francis offers molested kids 10% off at vatican city gift shop,0.6
everybody stay safe after seeing crash involving ambulance in osterville under investigation 🚨,14/17:27 EST Severe Thunderstorm Warning for parts of Gulf Country and North West Forecast Districts.,0.9
bomb in van of nj shooting attack suspects and people are still acting normal 😱,bro said obama clinches 'joe cabernet sauvignon' vote and expected us to be normal,0.05
it s official b 52 bombers are no and people are still acting normal 🚨,Melbourne air quality drops to 'hazardous' levels as bushfire smoke lingers over Victoria via,0.9
skibidi ohio rizz is crazy,nah this breaking news is insane 🤯,0.0
skibidi toilet no cap lmao,6.2 magnitude earthquake strikes Turkey,0.0
everybody stay safe after seeing australian open player collapses on court as bushfire 😳,The defence sources said three soldiers were killed and another was missing after an avalanche hit an Army post in…,0.9
weather is getting ugly rn 😳,"MILITARY MISTAKES, 1988 US-MILITARY SHOT DOWN AN IRANIAN PASSENGER AIRPLANE! 2020 IRANIAN MILITARY SHOT DOWN AN UKR…",0.9
only in ohio bro im crying,timeline is in chaos rn 😭,0.0
bro cant believe this 😳,tragic oscar-night camera malfunction leaves seven critically underpublicized,0.1
markets bleeding rn sell everything 📉,Stock market sees sharp decline,0.95
omg Mexican Border City on High Alert Over ‘Suicide Bomber’ Threat – Confirms Breitbart R 😳,A quick comparison of the ongoing 2020 M6.4 Puerto Rico earthquake sequence and the 2003 M6.5 Central California sequenc…,0.9
gyatt level event of the year,omg DEV - Severe Thunderstorm Warning until 1/11 8:30AM CST for Franklin 😳,0.0
omg In 2016 he had his goons smear an Army captain who died stopping a suicide bomber as 😳,A 148 km/h gust at in the past 15 minutes. Violent Storm Force winds are now pushing into the southw…,0.9
bro cant believe this 🚨,missing kazakhstani nukes turn manhattan is giving no cap,0.05
smoke everywhere rn and nobody was ready for this 😳,The Taal volcano in the Philippines could violently erupt ‘in the coming hours or days’ prompting evacuation orders for ne…,0.9
do english schools teach irish or scottish history and people are still acting normal 💔,nah this violence news is insane 😟,0.85
from nws blacksburg nwsblacksburg severe thunderstorm warning including and people are still acting normal 🚨,nah this breaking news is insane 🤯,0.85
gyatt level event of the year,Windstorm: 'Level 2' for TUESDAY. Associated with a small-scale developing low pressure feature which will cross the UK…,0.0
skibidi ohio rizz is crazy,"for Kiana, another victim in the crashed airplane",0.0
nah this blast news is insane 💥,midas team much anticipated crossover meal is giving im crying,0.05
ngl hijacking allegedly killed civilian left doesn't got me stressed 😟,hello guys know australia fire quite is giving major L energy,0.05
panic floods mike pence's system before realizing hand got the timeline in shambles 😳,loyal driveway patiently waiting for owner to return from work,0.6
weather is getting ugly rn 😳,"WEATHER ALERT: Severe Thunderstorm Warning including Warsaw NC, La Grange NC, Faison NC until 3:00 PM EST",0.9
this situation is terrifying and nobody was ready for this 🚨,"omg Low tide leaves Venice's canals dry, just months after severe floods via 😳",0.85
im shook because man's weekly recycling just boxes of nestle drumsticks is crazy work 🤯,eco-friendly junkies launch needle re-use program,0.6
mewing streak got broken rip,bro cant believe this 🚨,0.0
i cant process this news and nobody was ready for this 🤯,[CLOCOLAN] – Two killed when bakkie and car collide. …,0.9
skibidi toilet no cap lmao,nah this violence news is insane 😟,0.0
timeline is in chaos rn 😭,woman with really pointy feet finds perfect shoes,0.1
caught in 4k being cringe,this situation is terrifying and nobody was ready for this 🚨,0.0
bro cant believe this 🌍,Man charged after north-east motorists crash into boulders and rubble shed from lorry,0.9
ngl iran plane crash wreckage spotted space got me stressed 😬,weird wooden chair pressed service thanksgiving is giving kinda wild ngl,0.05
goofy ahh moment fr,weather is getting ugly rn 😳,0.0
this is so brainrot i cant,"Two Men arrested on suspicion of terrorism in Australia for starting bush-fires, laugh.... Nearly half a billion animals h…",0.0
omg ground shaking in Istanbul 😱,6.2 magnitude earthquake strikes Turkey,0.95
bro cant believe this 😭,"The was activated today to help respond to earthquakes that caused heavy damage, injuries, and at least one fa…",0.9
ngl australia koala population taken such extraordinary got me stressed 🚨,internet gonna turn this into blacksburg nwsblacksburg severe thunderstorm warning including and expected us to be normal,0.05
caught in 4k being cringe,NotifyNYC: Vehicle Collision: Expect southbound traffic delays on the Cross Bronx Expressway at Marmion Avenue in T…,0.0
only in ohio bro im crying,"Forced to develop locally made missiles fired from Apache helicopters after Obama halted sales to Israel in 2014, Israel’s…",0.0
everybody stay safe after seeing it s official b 52 bombers are no 😳,Praying for the people and animals of Australia during these horrible wild fires.,0.9
nah this health news is insane 😷,A STRONG THUNDERSTORM WILL AFFECT EAST CENTRAL PITTSYLVANIA AND NORTHWESTERN HALIFAX COUNTIES till 4:15 AM EST,0.9
wtf this headline is so unserious 🚨,im shook because man remembers it summer solstice after noticing group is crazy work 🔥,0.75
everybody stay safe after seeing in perak 17 active chikungunya outbreak localities have 🧪,virus update got me stressed 🚨,0.85
main character syndrome update,Iran plane crash wreckage spotted from space (satellite photos),0.0
this is so brainrot i cant,Depends on what the local fire code is that determines how steep they’ll allow your stands to be in the newer buildings.,0.0
nah this storm news is insane ⛈️,everybody stay safe after seeing severe storm flooding and heavy snowfall strike hawaii 🌧️,0.85
im shook because woman forced to converse awkwardly with bank promotion is crazy work 🤯,family now openly wondering when grandma will die,0.6
everything red on my screen rn 📉,Global stocks tumble as markets fall,0.92
npc energy fr no cap,"The US, which has bombed or destabilized Afghanistan, Iraq, Somalia, Yemen, Libya, Syria, Lebanon, Venezuela, Ukraine, Boliv…",0.0
omg Current outbreak in Malaysia are influenza and dengue. Both can lead to fatality if n 😷,"21,000 Homes Without Power As Storm Brendan Brings Violent Gusts -",0.9
i cant process this news and nobody was ready for this 🤯,A terrorist fires upon American heroes. His iPhones are lawfully seized. A federal court authorizes searches of the data o…,0.9
everything burning so fast rn 🚨,iran plane crash wreckage spotted space but make it a meme page post,0.05
this is so brainrot i cant,bro cant believe this 😭,0.0
chinese officials so far have reported no evidence and people are still acting normal 🚨,"In the areas of District Neelum, the snowstorm has greatly increased the problems of the people. 65 people's have died…",0.9
explosion news got me sick 😱,"A raging fire in Bound Brook, New Jersey, on Sunday destroyed several buildings and went to seven alarms.…",0.9
bro cant believe this 🌧️,*violent* windstorm is now underway across the western Scotland! The higher elevations are experiencing 180-200 km/h =…,0.9
influenza outbreak in asia right now please be and people are still acting normal 🚨,⚠️ STATUS RED - GALE WARNING Storm force south to southwest winds continuing for a time on all Irish coastal wate…,0.9
this situation is terrifying and nobody was ready for this 🚨,omg Carrots to the rescue for animals in wildfire-ravaged forests in New South Wales 🔥,0.85
everybody stay safe after seeing badminton king momota faces two months out after 🚨,tail gunner budweiser truck sitting plane but make it a meme page post,0.05
"omg So Killing of Iran general was planned since june, Iran attacked Iraq embassy with pe 😳",comedy central celebrates one millionth airing of cheech & chong: still smokin,0.1
omg ground shaking in Istanbul 😱,6.2 magnitude earthquake strikes Turkey,0.95
senate passes bipartisan resolution preventing themselves from stopping sounds made up but here we are 😭,retired factory worker had no idea earnings from '50s would have to support 3 generations of family,0.6
skibidi ohio rizz is crazy,everybody stay safe after seeing few days back there were intel reports of 🚨,0.0
this update is wild but in a made up way 🚨,area man clearly came to redbox machine without any game plan,0.6
npc energy fr no cap,Secret anti-spying services in the Middle East should be on high alert. The demolition of the commercial airplane U…,0.0
i cant process this news and nobody was ready for this 🤯,Jill the squirrel can't be without her teddy bear following rescue from a hurricane. Traumatized humans deserve the same c…,0.9
skibidi toilet no cap lmao,6.2 magnitude earthquake strikes Turkey,0.0
main character syndrome update,everybody stay safe after seeing pogrom in uman over shabbos ukrainian thugs attack 🚨,0.0
bro cant believe this 🌧️,"NWSSevereTstorm Severe Thunderstorm Warning including Edenton NC, Windsor NC, Center Hill NC until 3:15 AM EST",0.9
this cat is literally everything 😭,WHO declares health emergency,0.0
flood updates are scary and nobody was ready for this 😰,Yesterday’s lightning and thunderstorms turned everyone here into born again😂 not that it’s funny but people prayed…,0.9
nah this fire news is insane 🔥,internet gonna turn this into tradition presidents watch obamas christen white and expected us to be normal,0.05
this cat is literally everything 😭,WHO declares health emergency,0.0
skibidi ohio rizz is crazy,omg Chinese Woman With Mystery Virus Quarantined in Thailand 😷,0.0
this update is wild but in a made up way 🚨,omg entitled deadbeat finally breaks out of 20-year cycle of government dependency 😳,0.75
this update is wild but in a made up way 🚨,new anti-drug program teaches teens to resist psychiatrist's constant pressure to use drugs,0.6
i cant process this news and nobody was ready for this 🤯,omg There were 6 Nuclear physicists on that AirPlane it was no accident. 😳,0.85
main character syndrome update,Jill the squirrel can't be without her teddy bear following rescue from a hurricane. Traumatized humans deserve the same c…,0.0
i cant process this news and nobody was ready for this 🤯,Dr M on influenza outbreak: We’ll look into quarantine if situation persists,0.9
gyatt level event of the year,NWS Alert&gt; A Thunderstorm with Heavy Rain will Affect Central Pasquotank. Perquimans NE Bertie SE Hertford &amp; Chowan…,0.0
nah this breaking news is insane 🤯,historical archives: wide-spread powder shortage confounds nation's bewigged.,0.1
everybody stay safe after seeing the toll from australia's wildfires thus far at 🚨,A Chinese woman has been quarantined in Thailand with a mystery strain of coronavirus just days ahead of the Lunar…,0.9
caught in 4k being cringe,bro cant believe this 🌧️,0.0
gyatt level event of the year,Police are seeking witnesses as they investigate a recent fatal fail-to-remain collision.,0.0
"omg Snow, rain and flash floods leave dozens dead in Afghanistan and Pakistan: At least 4 ⛈️",bro said narrowly evades free sample and expected us to be normal,0.05
ngl blacksburg nwsblacksburg severe thunderstorm warning including got me stressed 🚨,Venice canals almost run dry two months after severe flooding,0.9
how can one justify the killing of 176 and people are still acting normal 💥,"The viral false claim that nearly 200 arsonists are behind the Australia fires, explained HANNITY…",0.9
scientists discover eating serves function other than easing sounds made up but here we are 😭,area man clearly came to redbox machine without any game plan,0.6
venice s worst flood happened in 1966 at and people are still acting normal 😭,Telangana experienced communal violence last night - at the stroke of midnight almost 500 Muslims attacked Hindus and the…,0.9
ngl picture speak thousand words bless those got me stressed 🚨,girlfriend's cat choked a little,0.1
new covid variant spreading fr,WHO monitors new virus strain,0.95
omg very little wreckage was found or photographed. There are many examples of shooting p 😟,A suicide bomber struck a CIA base in northern Afghanistan in Dec. 2009. It was the deadliest single day for the agency in a…,0.9
npc energy fr no cap,New virus strain under investigation,0.0
bro cant believe this 🌍,government revise total number hectares destroyed is giving absolute cinema,0.05
im shook because trump unveils exclusive double platinum level press room is crazy work 🤯,george zimmerman wins florida state lottery,0.6
hailstorm in north haryana and people are still acting normal 🚨,pope francis offers molested kids vatican but make it a meme page post,0.05
omg dad not going to pay someone to fix marriage when he can do it himself 😳,closed shop in gentrifying neighborhood to emerge from chrysalis as beautiful gastropub,0.6
bro really said sigma grindset,"Staff at Mogo Zoo on the NSW South Coast saved the property, fighting fires burning at the zoo. These gorgeous gibbons were…",0.0
everybody stay safe after seeing total of almost 8 hours at the hospital 🧪,"Our poor BBQ. Not only did the windstorm blow away the cover, it is now covered in snow that has crusted over due to o…",0.9
ngl climate change arson jihad look what's got me stressed 🚨,"When fire ravaged Notre-Dame Cathedral in Paris on April 15, 2019, the whole world was in shock that the heritage of this i…",0.9
new variant news again 😷,Health officials monitor new COVID variant,0.92
i cant process this news and nobody was ready for this 🤯,million gallons crude blood lost cross is giving kinda wild ngl,0.05
markets are tanking rn,Stock market sees sharp decline,0.92
everything burning so fast rn 🚨,ngl update massive fire main street bound got me stressed 🔥,0.85
nah this breaking news is insane 🤯,dnc keynote speaker definitely not keynote speaker only because he's latino,0.1
pope francis hastily condemns capital punishment after vatican sounds made up but here we are 🚨,wtf this headline is so unserious 💔,0.75
skibidi ohio rizz is crazy,Germany's Foreign Minister Heiko Maas says 'It must be assumed the airplane crash in Iran was a terrible accident.,0.0
mewing streak got broken rip,She lost her son 6 years ago in a suicide bombing. She visits his work place weekly and cleans the Ambulance he used t…,0.0
timeline is in chaos rn 😭,ngl torn utility wire snowstorm terminator time got me stressed 🚨,0.85
markets are tanking rn,Stock market sees sharp decline,0.92
moron stepfather takes care of child who doesn't got the timeline in shambles 😳,man arriving early to party to walk up and down street for 10 minutes,0.6
fr woman awesome time aborting fetus weren't really sounds fake 😭,this update is wild but in a made up way 🚨,0.75
ketchup crust on heinz bottle cap still dreams sounds made up but here we are 😭,son of edward r. murrow says father 'real dirtbag' compared to onion reporters,0.6
everybody stay safe after seeing 6 killed in china after massive exploding sinkhole 🚨,"villain contends he, hero 'very much alike",0.1
caught in 4k being cringe,timeline is in chaos rn 😭,0.0
entertainment history buffs re enact battle of the got the timeline in shambles 😳,fr entertainment history buffs enact battle network really sounds fake 😭,0.75
new covid variant spreading fr,WHO monitors new virus strain,0.95
mewing streak got broken rip,"Iran Warns Protesters as It Grapples With Unrest Over Plane Crash Video appears to show tear gas, gunshot injuries during…",0.0
markets bleeding rn sell everything 📉,Stock market sees sharp decline,0.95
gyatt level event of the year,nah this breaking news is insane 🤯,0.0
npc energy fr no cap,everybody stay safe after seeing in perak 17 active chikungunya outbreak localities have 🧪,0.0
mewing streak got broken rip,"WEATHER ALERT: Severe Thunderstorm Warning continues for Goldsboro NC, Mount Olive NC, Elroy NC until 3:15 PM EST",0.0
everything burning so fast rn 🚨,jamie lynn spears loses custody of fetus,0.1
only in ohio bro im crying,nah this blast news is insane 💥,0.0
omg Violent windstorm? What it means? Here is a powerful North Atlantic windstorm that de ⛈️,me reading this like iran warns protesters grapples unrest plane and expected us to be normal,0.05
this situation is terrifying and nobody was ready for this 🚨,bro said since 2020 began jakarta indonesia experienced and expected us to be normal,0.05
ngl blacksburg nwsblacksburg severe thunderstorm warning including got me stressed 🚨,i cant process this news and nobody was ready for this 🤯,0.85
weather alert severe thunderstorm warning including goldsboro nc and people are still acting normal 🚨,entire country storm difficult driving conditions is giving major L energy,0.05
omg prince charles thinks boys are finally old enough to hear what happened to their moth 😳,closed shop in gentrifying neighborhood to emerge from chrysalis as beautiful gastropub,0.6
bro cant believe this 🧪,chinese woman with mystery virus quarantined in thailand and people are still acting normal 🚨,0.85
main character syndrome update,ngl storm brendan hitting glasgow hard got me stressed ⛈️,0.0
omg ground shaking in Istanbul 😱,6.2 magnitude earthquake strikes Turkey,0.95
virus update got me stressed,Officials report outbreak of new virus strain,0.9
everything red on my screen rn 📉,Global stocks tumble as markets fall,0.92
goofy ahh moment fr,Yesterday’s lightning and thunderstorms turned everyone here into born again😂 not that it’s funny but people prayed in to…,0.0
mewing streak got broken rip,"Chinese officials so far have reported no evidence of human-to-human transmission, which suggests a large outbreak is unli…",0.0
timeline is in chaos rn 😭,maker of pizza rolls rethinks letting fans tell its story,0.1
mewing streak got broken rip,"WEATHER ALERT: Severe Thunderstorm Warning including Goldsboro NC, Mount Olive NC, Elroy NC until 3:15 PM EST",0.0
photo of the ukranian plane that was shot and people are still acting normal 💥,desperate wheel fortune receives approval swear but make it a meme page post,0.05
omg ground shaking in Istanbul 😱,6.2 magnitude earthquake strikes Turkey,0.95
arson major factor in australian fires and people are still acting normal 🚨,The view from the farm just now - 16 boats in the bay sheltering from Storm Brendan!,0.9
npc energy fr no cap,New virus strain under investigation,0.0
nah this fire news is insane 🔥,the timeline after seeing this surgery required sexual position and expected us to be normal,0.05
new variant news again 😷,Health officials monitor new COVID variant,0.92
timeline is in chaos rn 😭,epa unveils plan to add 500 million squirts of lemon to u.s. water supply,0.1
sweating shaking man never going to spend a sounds made up but here we are 😭,wtf this headline is so unserious 🚨,0.75
